Country,Year,Attack Type,Target Industry,Attack Source,Financial Loss (Millions),Number of Affected Users,Incident Resolution Time (Hours),Security Vulnerability Type,Defense Mechanism Used
Canada,2024,Phishing,Finance,Inconnu,5.23,1122,39.1,Absence de chiffrement,Chiffrement
Arabie Saoudite,2024,Spear Phishing,Santé,Nation-État,177.26,56324,9.0,Accès non autorisé,Analyse forensique
États-Unis,2024,DDoS,Défense,Groupe de hackers,61.77,887796,38.6,Absence de chiffrement,Segmentation réseau
Malaisie,2024,Phishing,Éducation,Hacktivistes,89.67,45590,9.1,Vulnérabilité zero-day,Sauvegarde et restauration
France,2024,Malware,Commerce,Groupe de hackers,184.64,784336,12.6,Mauvaise configuration,Formation et sensibilisation
Espagne,2024,Ransomware,Finance,Nation-État,5.04,236,446.9,Mots de passe faibles,EDR
Pays-Bas,2024,Phishing,Commerce,Groupe de hackers,18.27,1803,150.1,Logiciels non patchés,Pare-feu
Russie,2024,DDoS,Finance,Cybercriminels,39.59,151069,100.7,Logiciels non patchés,Authentification multifacteur
Inde,2024,Ransomware,Éducation,Inconnu,348.18,267,676.8,Mots de passe faibles,SIEM
Turquie,2024,Phishing,Santé,Insider,7.81,108435,54.4,Logiciels non patchés,IDS/IPS
Royaume-Uni,2024,Spear Phishing,Énergie,Inconnu,168.87,2056,27.8,Mots de passe faibles,Segmentation réseau
Russie,2024,Ransomware,Finance,Nation-État,121.56,179607,603.2,Mauvaise configuration,IDS/IPS
Chine,2024,Phishing,Finance,Insider,111.66,15379,143.2,Accès non autorisé,Pare-feu
Arabie Saoudite,2024,Ransomware,Finance,Insider,106.52,398,393.7,Accès non autorisé,Authentification multifacteur
États-Unis,2024,Ransomware,Commerce,Groupe de hackers,453.12,22169,521.4,Accès non autorisé,Segmentation réseau
Israël,2024,Zero-Day,Transport,Groupe de hackers,575.44,2266121,59.1,API non sécurisée,Chiffrement
Iran,2024,Phishing,Finance,Inconnu,107.47,2896,128.2,Mots de passe faibles,Pare-feu
Inde,2024,DDoS,Télécommunications,Cybercriminels,15.07,1957625,92.8,API non sécurisée,Authentification multifacteur
Iran,2024,Ransomware,Éducation,Groupe de hackers,247.72,86,132.0,Ingénierie sociale,Chiffrement
Mexique,2024,Ransomware,Télécommunications,Cybercriminels,389.66,514,542.1,API non sécurisée,Analyse forensique
États-Unis,2024,Phishing,Finance,Insider,35.95,244,36.7,Ingénierie sociale,Pare-feu
Australie,2024,Phishing,Éducation,Groupe de hackers,85.75,65593,117.6,Accès non autorisé,Sauvegarde et restauration
Nigeria,2024,Ransomware,Énergie,Insider,54.60,63,272.4,Ingénierie sociale,Sauvegarde et restauration
Israël,2024,DDoS,Finance,Cybercriminels,12.93,2474,66.7,Mots de passe faibles,Authentification multifacteur
États-Unis,2024,Ransomware,Télécommunications,Hacktivistes,388.61,4337,236.7,API non sécurisée,Formation et sensibilisation
Iran,2024,Phishing,Énergie,Hacktivistes,99.00,662629,12.1,Absence de chiffrement,EDR
États-Unis,2024,Ransomware,Santé,Insider,96.20,64676,532.3,API non sécurisée,Sauvegarde et restauration
Suède,2024,Zero-Day,Commerce,Groupe de hackers,848.06,2780,202.6,Absence de chiffrement,Chiffrement
Royaume-Uni,2024,Phishing,Commerce,Cybercriminels,3.85,2415728,94.2,Mots de passe faibles,Chiffrement
Pologne,2024,DDoS,Défense,Nation-État,50.19,7768233,114.5,Logiciels non patchés,Authentification multifacteur
Arabie Saoudite,2024,Malware,Énergie,Groupe de hackers,82.77,8841,93.6,Logiciels non patchés,IDS/IPS
Japon,2024,Ransomware,Gouvernement,Cybercriminels,166.52,264,485.6,Ingénierie sociale,Sauvegarde et restauration
Inde,2024,Phishing,Défense,Cybercriminels,11.13,235226,91.9,Accès non autorisé,EDR
Arabie Saoudite,2024,Malware,Gouvernement,Cybercriminels,63.18,17015,83.8,Mots de passe faibles,Segmentation réseau
Italie,2024,Malware,Finance,Hacktivistes,106.34,5261451,105.0,Absence de chiffrement,Sauvegarde et restauration
Espagne,2024,Zero-Day,Technologie,Cybercriminels,758.65,115,124.4,Logiciels non patchés,Formation et sensibilisation
Corée du Sud,2024,Spear Phishing,Santé,Nation-État,85.28,14278,86.8,API non sécurisée,EDR
Canada,2024,DDoS,Télécommunications,Cybercriminels,49.40,935583,92.6,Mauvaise configuration,SIEM
Japon,2024,Injection SQL,Défense,Nation-État,30.57,3778,131.1,Absence de chiffrement,Chiffrement
Inde,2024,Zero-Day,Énergie,Hacktivistes,815.80,6595738,466.2,Ingénierie sociale,Analyse forensique
Inde,2024,Malware,Technologie,Cybercriminels,43.64,3506,105.2,Accès non autorisé,IDS/IPS
Allemagne,2024,Phishing,Santé,Hacktivistes,13.01,3718,31.4,Vulnérabilité zero-day,Pare-feu
Indonésie,2024,Zero-Day,Éducation,Inconnu,307.47,136,312.2,Mauvaise configuration,Pare-feu
Chine,2024,Zero-Day,Gouvernement,Hacktivistes,374.30,154759,389.0,Absence de chiffrement,IDS/IPS
Japon,2024,Phishing,Technologie,Nation-État,16.68,43427,35.5,Mots de passe faibles,Authentification multifacteur
Russie,2024,Ransomware,Finance,Nation-État,334.52,495,270.7,Absence de chiffrement,SIEM
Australie,2024,Phishing,Finance,Hacktivistes,117.17,416697,37.6,Accès non autorisé,Authentification multifacteur
Canada,2024,Ransomware,Énergie,Cybercriminels,189.39,693,108.2,Mots de passe faibles,Pare-feu
Nigeria,2024,Phishing,Télécommunications,Groupe de hackers,5.33,231,88.2,Logiciels non patchés,EDR
Corée du Sud,2024,Ransomware,Énergie,Groupe de hackers,452.05,624,299.9,Accès non autorisé,Segmentation réseau
États-Unis,2024,Ransomware,Énergie,Cybercriminels,450.35,636753,403.9,Vulnérabilité zero-day,Analyse forensique
Royaume-Uni,2024,Ransomware,Éducation,Groupe de hackers,429.01,98,514.5,Logiciels non patchés,EDR
Indonésie,2024,Phishing,Technologie,Cybercriminels,69.03,397345,47.3,Mots de passe faibles,Chiffrement
Israël,2024,Ransomware,Gouvernement,Cybercriminels,232.88,291,703.3,Vulnérabilité zero-day,Authentification multifacteur
Japon,2024,Zero-Day,Commerce,Inconnu,1167.78,3242797,335.7,Absence de chiffrement,Formation et sensibilisation
Italie,2024,Spear Phishing,Gouvernement,Insider,110.15,179,157.3,API non sécurisée,Segmentation réseau
Canada,2024,Phishing,Technologie,Groupe de hackers,54.82,6649,88.7,Mots de passe faibles,Chiffrement
Inde,2024,Spear Phishing,Santé,Nation-État,6.41,263,148.5,Absence de chiffrement,Formation et sensibilisation
Russie,2024,Malware,Santé,Inconnu,40.34,2614,25.4,Ingénierie sociale,Formation et sensibilisation
Inde,2024,Phishing,Télécommunications,Groupe de hackers,70.90,156,84.8,Mots de passe faibles,SIEM
Royaume-Uni,2024,Ransomware,Télécommunications,Cybercriminels,414.80,958029,293.2,Absence de chiffrement,Sauvegarde et restauration
Inde,2024,Phishing,Éducation,Hacktivistes,63.26,69691,38.8,Mauvaise configuration,Analyse forensique
Japon,2024,Ransomware,Technologie,Groupe de hackers,98.87,703698,259.1,Mots de passe faibles,SIEM
Suède,2024,Ransomware,Finance,Inconnu,464.20,109208,705.6,Vulnérabilité zero-day,Analyse forensique
Italie,2024,Zero-Day,Défense,Nation-État,93.26,288,250.4,Logiciels non patchés,IDS/IPS
Royaume-Uni,2024,Ransomware,Santé,Cybercriminels,163.40,2005,653.4,Mauvaise configuration,SIEM
États-Unis,2024,Zero-Day,Transport,Groupe de hackers,688.25,89196,266.3,API non sécurisée,Formation et sensibilisation
Russie,2024,Ransomware,Santé,Inconnu,121.20,103286,396.7,Mots de passe faibles,Analyse forensique
Australie,2024,Malware,Finance,Hacktivistes,110.15,339425,107.3,Accès non autorisé,Segmentation réseau
Allemagne,2024,DDoS,Éducation,Cybercriminels,41.19,8285,74.1,Mots de passe faibles,Sauvegarde et restauration
Israël,2024,Ransomware,Commerce,Inconnu,75.01,10095,698.1,Logiciels non patchés,EDR
Royaume-Uni,2024,Ransomware,Énergie,Groupe de hackers,81.98,1861,676.6,API non sécurisée,Analyse forensique
États-Unis,2024,DDoS,Télécommunications,Insider,8.78,286730,14.6,API non sécurisée,IDS/IPS
Ukraine,2024,Zero-Day,Technologie,Groupe de hackers,679.83,6801,457.9,Mots de passe faibles,EDR
Australie,2024,Malware,Technologie,Cybercriminels,9.28,4184,168.0,Logiciels non patchés,Segmentation réseau
France,2024,Ransomware,Technologie,Inconnu,92.24,626972,36.4,API non sécurisée,Segmentation réseau
Australie,2024,Malware,Finance,Cybercriminels,93.05,117634,26.4,Accès non autorisé,Segmentation réseau
Russie,2024,Ransomware,Transport,Groupe de hackers,337.62,24266,519.2,Ingénierie sociale,EDR
Inde,2024,Ransomware,Commerce,Insider,259.03,124,78.4,Ingénierie sociale,Sauvegarde et restauration
Russie,2024,Phishing,Défense,Hacktivistes,49.73,319,34.0,API non sécurisée,Authentification multifacteur
États-Unis,2024,Phishing,Énergie,Cybercriminels,17.64,52377,70.2,Logiciels non patchés,Sauvegarde et restauration
Chine,2024,DDoS,Énergie,Groupe de hackers,25.67,16757,140.4,Absence de chiffrement,Pare-feu
Turquie,2024,Injection SQL,Technologie,Groupe de hackers,17.02,641506,16.6,Logiciels non patchés,IDS/IPS
Royaume-Uni,2024,Ransomware,Technologie,Insider,122.25,7699,555.8,Logiciels non patchés,IDS/IPS
Inde,2024,Phishing,Commerce,Insider,77.63,362201,100.9,Ingénierie sociale,SIEM
Égypte,2024,Spear Phishing,Technologie,Cybercriminels,99.62,434,98.1,Mauvaise configuration,Sauvegarde et restauration
Australie,2024,Ransomware,Finance,Nation-État,156.47,5038,635.0,API non sécurisée,Segmentation réseau
Canada,2024,Phishing,Santé,Cybercriminels,106.99,696,155.3,Ingénierie sociale,SIEM
Japon,2024,Zero-Day,Finance,Groupe de hackers,727.14,27643,403.1,Accès non autorisé,Chiffrement
Russie,2024,Zero-Day,Gouvernement,Nation-État,777.67,254,407.6,Mots de passe faibles,Sauvegarde et restauration
Canada,2024,Zero-Day,Finance,Groupe de hackers,407.97,12885068,466.3,Accès non autorisé,SIEM
Espagne,2024,Ransomware,Gouvernement,Nation-État,121.02,12604,81.1,Ingénierie sociale,SIEM
Brésil,2024,Ransomware,Technologie,Cybercriminels,332.59,1076,529.2,Ingénierie sociale,Formation et sensibilisation
Brésil,2024,Phishing,Gouvernement,Cybercriminels,20.05,6564,12.4,Vulnérabilité zero-day,Sauvegarde et restauration
Pays-Bas,2024,Phishing,Éducation,Groupe de hackers,17.65,1002840,61.7,API non sécurisée,Authentification multifacteur
Canada,2024,Ransomware,Gouvernement,Inconnu,186.21,3713,161.6,Logiciels non patchés,Authentification multifacteur
France,2024,Ransomware,Gouvernement,Cybercriminels,25.62,9310,65.5,Logiciels non patchés,Pare-feu
Italie,2024,Spear Phishing,Gouvernement,Nation-État,113.99,17,54.7,Vulnérabilité zero-day,Sauvegarde et restauration
Corée du Sud,2024,DDoS,Commerce,Cybercriminels,55.68,1295281,159.3,Accès non autorisé,Sauvegarde et restauration
Pologne,2024,Zero-Day,Énergie,Nation-État,200.91,775,392.3,Absence de chiffrement,Pare-feu
Singapour,2024,Phishing,Gouvernement,Hacktivistes,100.90,4934,118.2,Vulnérabilité zero-day,Sauvegarde et restauration
Égypte,2024,Ransomware,Technologie,Insider,284.05,36018,60.6,Mauvaise configuration,IDS/IPS
Ukraine,2024,Malware,Santé,Insider,155.84,3906,90.9,Mots de passe faibles,Analyse forensique
Malaisie,2024,Ransomware,Finance,Groupe de hackers,30.44,70,557.5,Absence de chiffrement,Segmentation réseau
Russie,2024,Spear Phishing,Télécommunications,Insider,146.01,22,43.7,Logiciels non patchés,SIEM
Chine,2024,Ransomware,Éducation,Groupe de hackers,291.59,4349,272.7,Absence de chiffrement,Chiffrement
Ukraine,2024,Phishing,Finance,Nation-État,99.17,22290,157.7,API non sécurisée,IDS/IPS
Chine,2024,Ransomware,Télécommunications,Cybercriminels,404.00,2478,357.2,Logiciels non patchés,IDS/IPS
Russie,2024,Phishing,Technologie,Groupe de hackers,38.23,96938,138.2,Mots de passe faibles,Pare-feu
France,2024,Phishing,Santé,Cybercriminels,5.51,1782985,10.5,Absence de chiffrement,EDR
Japon,2024,Zero-Day,Santé,Groupe de hackers,263.04,434427,217.7,Accès non autorisé,Pare-feu
Espagne,2024,Phishing,Gouvernement,Cybercriminels,115.01,4010,53.4,API non sécurisée,Analyse forensique
Inde,2024,DDoS,Transport,Hacktivistes,16.86,5940,125.5,Vulnérabilité zero-day,IDS/IPS
Royaume-Uni,2024,Phishing,Éducation,Inconnu,107.69,2921,18.9,Absence de chiffrement,IDS/IPS
Indonésie,2024,Spear Phishing,Énergie,Nation-État,191.78,3099,136.2,Logiciels non patchés,EDR
États-Unis,2024,Ransomware,Santé,Cybercriminels,196.46,139959,244.9,Logiciels non patchés,SIEM
Malaisie,2024,Spear Phishing,Télécommunications,Groupe de hackers,40.48,28,133.5,Accès non autorisé,Pare-feu
Indonésie,2024,Malware,Commerce,Groupe de hackers,159.46,81690,136.5,Logiciels non patchés,Analyse forensique
États-Unis,2024,Malware,Transport,Hacktivistes,122.50,692125,48.0,Mots de passe faibles,Pare-feu
Brésil,2024,Malware,Technologie,Groupe de hackers,180.56,1093,6.1,API non sécurisée,Chiffrement
États-Unis,2024,Ransomware,Éducation,Insider,40.07,266349,188.0,Logiciels non patchés,Analyse forensique
Corée du Sud,2024,Ransomware,Technologie,Insider,300.00,207566,632.2,Logiciels non patchés,EDR
Colombie,2024,Spear Phishing,Technologie,Cybercriminels,62.99,2291,147.0,Ingénierie sociale,Chiffrement
Japon,2024,Phishing,Télécommunications,Nation-État,110.86,20957,13.4,Mauvaise configuration,Sauvegarde et restauration
Ukraine,2024,Man-in-the-Middle,Commerce,Nation-État,31.14,21,122.5,Mauvaise configuration,Segmentation réseau
Russie,2024,Ransomware,Commerce,Groupe de hackers,353.87,403853,458.3,Absence de chiffrement,EDR
Australie,2024,Phishing,Commerce,Groupe de hackers,108.88,4381,31.6,Mauvaise configuration,Chiffrement
Corée du Sud,2024,Zero-Day,Santé,Groupe de hackers,39.73,720121,354.1,Mauvaise configuration,Formation et sensibilisation
Russie,2024,DDoS,Technologie,Insider,17.12,3372,163.4,Mauvaise configuration,EDR
Italie,2024,Zero-Day,Télécommunications,Groupe de hackers,987.41,38743,440.8,API non sécurisée,Analyse forensique
Russie,2024,Ransomware,Santé,Cybercriminels,288.71,65670,496.0,Mauvaise configuration,Sauvegarde et restauration
États-Unis,2024,Spear Phishing,Finance,Inconnu,30.27,77,32.1,Accès non autorisé,Pare-feu
Royaume-Uni,2024,Zero-Day,Santé,Groupe de hackers,200.61,249032,332.6,Absence de chiffrement,SIEM
Corée du Sud,2024,Ransomware,Commerce,Hacktivistes,140.10,153,343.8,Absence de chiffrement,EDR
Israël,2024,Phishing,Santé,Hacktivistes,86.17,2131,19.4,Mots de passe faibles,Formation et sensibilisation
Japon,2024,Ransomware,Énergie,Groupe de hackers,131.00,907720,41.2,Logiciels non patchés,EDR
Corée du Sud,2024,Phishing,Santé,Nation-État,33.04,3685637,100.8,Logiciels non patchés,Analyse forensique
Inde,2024,Spear Phishing,Finance,Cybercriminels,75.27,13346,9.9,Vulnérabilité zero-day,Sauvegarde et restauration
Australie,2024,Spear Phishing,Commerce,Groupe de hackers,72.48,7470,41.2,Vulnérabilité zero-day,Segmentation réseau
Iran,2024,Ransomware,Santé,Hacktivistes,363.01,220,412.6,Accès non autorisé,Pare-feu
Royaume-Uni,2024,Ransomware,Santé,Hacktivistes,301.93,6200,546.4,Logiciels non patchés,Segmentation réseau
Italie,2024,Ransomware,Gouvernement,Groupe de hackers,279.54,209294,443.0,Mots de passe faibles,Sauvegarde et restauration
Royaume-Uni,2024,Zero-Day,Télécommunications,Cybercriminels,393.37,1714,499.1,Logiciels non patchés,Authentification multifacteur
Israël,2024,Phishing,Transport,Nation-État,61.88,1406687,95.8,Vulnérabilité zero-day,Analyse forensique
Arabie Saoudite,2024,Zero-Day,Commerce,Inconnu,875.43,535267,106.3,Mauvaise configuration,Formation et sensibilisation
Royaume-Uni,2024,Ransomware,Finance,Hacktivistes,103.43,11271,232.3,Vulnérabilité zero-day,SIEM
Chine,2024,Phishing,Finance,Groupe de hackers,66.50,164,72.6,Logiciels non patchés,Segmentation réseau
Israël,2024,DDoS,Finance,Groupe de hackers,59.16,3204600,71.7,Accès non autorisé,Formation et sensibilisation
Italie,2024,Zero-Day,Finance,Groupe de hackers,245.97,186533,415.7,Mauvaise configuration,Analyse forensique
Inde,2024,Phishing,Transport,Cybercriminels,15.66,116800,21.1,Mots de passe faibles,Pare-feu
Indonésie,2024,Zero-Day,Éducation,Nation-État,914.02,128035,279.4,API non sécurisée,EDR
Iran,2024,Phishing,Technologie,Groupe de hackers,42.94,3740,119.4,Absence de chiffrement,EDR
Ukraine,2024,Phishing,Défense,Nation-État,40.76,918,134.9,Accès non autorisé,Formation et sensibilisation
Chine,2024,Ransomware,Technologie,Groupe de hackers,455.07,609,350.2,Vulnérabilité zero-day,Chiffrement
Allemagne,2024,Malware,Gouvernement,Groupe de hackers,131.10,427916,83.1,API non sécurisée,Authentification multifacteur
Russie,2024,Phishing,Transport,Cybercriminels,69.07,3068858,85.3,Vulnérabilité zero-day,Chiffrement
Russie,2024,Spear Phishing,Technologie,Insider,202.18,6923,90.3,Logiciels non patchés,Sauvegarde et restauration
Russie,2024,Ransomware,Télécommunications,Groupe de hackers,464.87,181,233.8,Accès non autorisé,IDS/IPS
États-Unis,2024,Injection SQL,Finance,Groupe de hackers,81.23,17793844,144.3,API non sécurisée,Formation et sensibilisation
Ukraine,2024,Man-in-the-Middle,Transport,Nation-État,11.01,104289,41.0,Mauvaise configuration,SIEM
France,2024,Phishing,Gouvernement,Groupe de hackers,90.29,277,119.9,Vulnérabilité zero-day,Authentification multifacteur
États-Unis,2024,Ransomware,Technologie,Hacktivistes,287.92,268,631.7,Mots de passe faibles,Sauvegarde et restauration
Espagne,2024,Ransomware,Santé,Cybercriminels,286.14,449398,246.4,Accès non autorisé,Chiffrement
États-Unis,2024,Malware,Technologie,Groupe de hackers,32.93,71712,38.3,API non sécurisée,SIEM
France,2024,Phishing,Gouvernement,Cybercriminels,11.90,77483,64.4,Ingénierie sociale,IDS/IPS
